skill_id,name,owner,description,is_gold_union,artifact_roles
del-taiseiozaki--design-tracker,design-tracker,del-taiseiozaki,"PROACTIVELY track and document project design decisions without being asked. Activate automatically when detecting architecture discussions, implementation decisions, pattern choices, library selections, or any technical decisions. Also use when user explicitly says ""record this"", ""what's our design status"", or equivalent. Do NOT wait for user to ask - record important decisions immediately.",0,"{""text"": ""consume""}"
delexw--cloudflare-traffic-investigator,cloudflare-traffic-investigator,delexw,"Investigate traffic anomalies, spikes, and service degradation on Cloudflare-protected domains. Uses Cloudflare MCP tools for GraphQL analytics, JA4 fingerprint analysis, bot/WAF security scoring, and incident reporting. Use this skill whenever traffic spikes, service overloads, 429 errors, circuit breaker events, Cloudflare analytics, or domain performance issues are mentioned — even if the user doesn't explicitly say ""traffic spike"". Also triggers when asked to check Cloudflare data for any domain.",0,"{""graph"": ""consume""}"
delneg--veo3-1,veo3-1,delneg,"Generate videos with Google Veo 3.1 via grsai.com API. Use for any video creation, text-to-video, or motion content requests. Triggers on ""generate video"", ""create a clip"", ""make a video of"", ""video of"", ""animate"". Supports fast/pro quality tiers; 720p/1080p/4K; 4/6/8-second durations; 16:9 and 9:16 aspect ratios.",0,"{""video"": ""produce""}"
denser-org--denser-retriever,denser-retriever,denser-org,"Build and search knowledge bases from documents using the Denser Retriever API. No-code RAG pipeline - upload PDFs, DOCX, PPTX, and other files, then search them with semantic search through natural conversation. Use this skill for: knowledge base creation, document upload, semantic search, document retrieval, PDF search, file indexing, RAG (retrieval-augmented generation), vector search, AI search, question answering over documents, text search API, document Q&A, knowledge management, and enterprise search. Trigger on: 'knowledge base', 'semantic search', 'document search', 'RAG', 'search my files', 'upload documents', 'PDF search', 'denser retriever', 'index documents', 'search knowledge base', 'document retrieval', 'vector search', or any request to search, query, or build a searchable collection of files.",0,"{""pdf"": ""both"", ""presentation"": ""both"", ""text"": ""both""}"
derklinke--vercel-react-best-practices,vercel-react-best-practices,derklinke,"React and Next.js performance optimization guidelines from Vercel Engineering. This skill should be used when writing, reviewing, or refactoring React/Next.js code to ensure optimal performance patterns. Triggers on tasks involving React components, Next.js pages, data fetching, bundle optimization, or performance improvements.",0,{}
descope--descope-auth,descope-auth,descope,"Integrate Descope authentication into applications. Use when implementing login, signup, passwordless auth (OTP, Magic Link, Passkeys), OAuth, SSO, or MFA. Detects framework and provides targeted guidance.",0,{}
deusyu--nl2ledger,nl2ledger,deusyu,"Natural language bookkeeping — parse Chinese/English expense descriptions and append to QianJi CSV. Trigger phrases: 记账, 记一笔, add expense, spent, 花了, 买了, lunch, dinner, 打车, 咖啡, or any input that looks like ""[item] [amount]"" or ""[amount] [item]"".",0,"{""csv"": ""consume""}"
devanshudesai--expo-liquid-glass,expo-liquid-glass,devanshudesai,"Design and implement beautiful, fluid Liquid Glass interfaces in Expo React Native apps. Covers four paths: (1) expo-glass-effect for UIKit-backed glass surfaces, (2) @expo/ui SwiftUI integration for native SwiftUI glass modifiers and advanced transitions, (3) Expo Router unstable native tabs for system Liquid Glass tab bars, and (4) @callstack/liquid-glass as a third-party alternative. Use when tasks mention ""liquid glass"", ""glass effect"", ""frosted/translucent UI"", ""iOS 26 design"", ""native tabs"", ""expo-ui"", ""SwiftUI in Expo"", or when shipping Apple-style glass with robust fallbacks, accessibility checks, HIG-aware design decisions (Foundations, Patterns, Components, Inputs), and cross-platform degradation.",0,{}
devxoul--agent-discord,agent-discord,devxoul,"Interact with Discord servers - send messages, read channels, manage reactions",0,{}
dgalarza--gridfinity-baseplate-planner,gridfinity-baseplate-planner,dgalarza,"Use this skill when planning and designing gridfinity baseplates for 3D printing. This includes calculating optimal grid sizes from given measurements, determining how to slice large grids into printable chunks based on printer bed dimensions, and calculating padding requirements for non-exact fits. The skill handles both metric and imperial measurements and provides guidance for using gridfinity.perplexinglabs.com to generate the actual STL files.",0,{}
dgunning--edgartools,edgartools,dgunning,Query and analyze SEC filings using EdgarTools,0,{}
dhruvanbhalara--flutter-testing,flutter-testing,dhruvanbhalara,Quality Assurance & Advanced Testing,0,{}
dhruvanbhalara--git-commit,git-commit,dhruvanbhalara,Automated Git Commits,0,{}
dhruvanbhalara--github-pr,github-pr,dhruvanbhalara,Pull Request Creation & Management,0,{}
different-ai--video-subtitle-cutter,video-subtitle-cutter,different-ai,"Transcribe video, analyze subtitles with AI, and cut video by removing filler words, pauses, and mistakes",0,"{""video"": ""consume""}"
different-ai--youtube-rl-tracker,youtube-rl-tracker,different-ai,"Track YouTube video performance for ""poor man's reinforcement learning"" - learn what thumbnails, titles, and hooks work",0,"{""video"": ""mention""}"
digitalsamba--ffmpeg,ffmpeg,digitalsamba,"Video and audio processing with FFmpeg. Use for format conversion, resizing, compression, audio extraction, and preparing assets for Remotion. Triggers include converting GIF to MP4, resizing video, extracting audio, compressing files, or any media transformation task.",0,"{""audio"": ""consume"", ""video"": ""consume""}"
digitalsamba--runpod,runpod,digitalsamba,"Cloud GPU processing via RunPod serverless. Use when setting up RunPod endpoints, deploying Docker images, managing GPU resources, troubleshooting endpoint issues, or understanding costs. Covers all 5 toolkit images (qwen-edit, realesrgan, propainter, sadtalker, qwen3-tts).",0,"{""image"": ""consume""}"
dimillian--github,github,dimillian,"Interact with GitHub using the `gh` CLI. Use `gh issue`, `gh pr`, `gh run`, and `gh api` for issues, PRs, CI runs, and advanced queries.",0,{}
dinequickly--ai-sdk,ai-sdk,dinequickly,"Build or refactor apps using the Vercel AI SDK (core or RSC). Use when implementing tool calling, returning JSON for UI rendering, mapping tool outputs to React components, or streaming UI with @ai-sdk/rsc in Next.js App Router.",0,"{""json"": ""produce""}"
dirnbauer--deepfake-detection,deepfake-detection,dirnbauer,"Multimodal media authentication and deepfake forensics. PRNU analysis, IGH classification, DQ detection, semantic forensics, and LLM-augmented sensemaking for the post-empirical era. Use when working with deepfake, media forensics, fake detection, synthetic media, prnu, image authentication, video verification, disinformation.",0,"{""image"": ""mention"", ""video"": ""mention""}"
dirnbauer--document-processing,document-processing,dirnbauer,"Create, edit, and analyze office documents (PDF, DOCX, PPTX, XLSX). Use when working with PDFs, Word documents, PowerPoint presentations, or Excel spreadsheets. Covers text extraction, form filling, document creation, and data analysis.",0,"{""pdf"": ""both"", ""presentation"": ""both"", ""spreadsheet"": ""both"", ""text"": ""both""}"
dirnbauer--marketing-skills,marketing-skills,dirnbauer,"Marketing skills for AI agents. CRO, copywriting, SEO, analytics, pricing, and growth engineering. From Corey Haines' Marketing Skills collection. Use when working with marketing, cro, conversion, copywriting, seo, landing page, pricing, growth.",0,{}
dirnbauer--security-incident-reporting,security-incident-reporting,dirnbauer,"Security Incident Report templates drawing from NIST/SANS. DDoS post-mortem, CVE correlation, timeline documentation, and blameless root cause analysis. Use when working with incident report, post-mortem, sir, ddos analysis, security reporting, root cause analysis, cve correlation, nist 800-61.",0,"{""text"": ""mention""}"
